level,groupName,intentCluster,actionType,suggestedDelta,roas,cost,intentConfidence,sourceIntent,rationale,evidenceTopK,currencyCode,dateStart,dateEnd
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,785.84,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +33%, CVR +0%.",World's First Smart Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,785.84,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR +33%, CVR +0%.",World's First Smart Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,53.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,53.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,17.83,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,17.83,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,9.162,134.54,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -24%, CVR +100%.",Get a sleep temperature just for you,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,24.66,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,24.66,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,12.31,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,12.31,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,3.304,8169.09,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -69%, CVR -50%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,3.304,8169.09,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -69%, CVR -50%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,4.992,7030.15,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -44%, CVR -56%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,4.992,7030.15,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -44%, CVR -56%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,24.01,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,24.01,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,698.09,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -82%, CVR -100%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,698.09,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -82%, CVR -100%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,496.87,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -4%, CVR +0%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,496.87,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR -4%, CVR +0%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,5.17,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -86%, CVR -100%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,5.17,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -86%, CVR -100%.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,196.14,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -47%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,196.14,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -47%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,157.13,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -62%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,157.13,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR -62%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,6.41,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,6.41,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",The Smart Topper: The Coolest Way to Get a Good Night's Sleep,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,9.7,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,9.7,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,9.7,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,5.89,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,5.89,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,5.89,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR +100%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,2.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +0%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,2.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +0%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,2.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR +0%, CVR +0%.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
